BUKRS,GJAHR,MONAT,VERSION,VERSION_TXT,KOSTL,PRCTR,HKONT,CATEGORY,WAERS,DMBTR
1000,2024,8,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,18933329.84
1000,2024,9,1,Budget,10000001,P100001,400000,REVENUE,EUR,24920279.62
1000,2024,9,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,22421873.85
1000,2024,10,1,Budget,10000001,P100001,400000,REVENUE,EUR,20935293.16
1000,2024,10,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,19544206.02
1000,2024,11,1,Budget,10000001,P100001,400000,REVENUE,EUR,25015266.02
1000,2024,11,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,21886360.01
1000,2024,12,1,Budget,10000001,P100001,400000,REVENUE,EUR,28343852.4
1000,2024,12,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,26016288.15
1000,2025,1,1,Budget,10000001,P100001,400000,REVENUE,EUR,16405228.33
1000,2025,1,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,16405228.33
1000,2025,2,1,Budget,10000001,P100001,400000,REVENUE,EUR,13359621.03
1000,2025,2,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,13359621.03
1000,2025,3,1,Budget,10000001,P100001,400000,REVENUE,EUR,20802271.77
1000,2025,3,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,20802271.77
1000,2025,4,1,Budget,10000001,P100001,400000,REVENUE,EUR,17019104.28
1000,2025,4,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,17273344.21
1000,2025,5,1,Budget,10000001,P100001,400000,REVENUE,EUR,18884511.91
1000,2025,5,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,18416401.24
1000,2025,6,1,Budget,10000001,P100001,400000,REVENUE,EUR,19925015.79
1000,2025,6,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,20099122.38
1000,2025,7,1,Budget,10000001,P100001,400000,REVENUE,EUR,14753098.68
1000,2025,7,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,15928481.2
1000,2025,8,1,Budget,10000001,P100001,400000,REVENUE,EUR,13483246.43
1000,2025,8,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,14840959.53
1000,2025,9,1,Budget,10000001,P100001,400000,REVENUE,EUR,19707409.46
1000,2025,9,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,20015838.4
1000,2025,10,1,Budget,10000001,P100001,400000,REVENUE,EUR,18263084.51
1000,2025,10,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,18237870.3
1000,2025,11,1,Budget,10000001,P100001,400000,REVENUE,EUR,20385116.21
1000,2025,11,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,19693758.68
1000,2025,12,1,Budget,10000001,P100001,400000,REVENUE,EUR,21687071.41
1000,2025,12,2,Rolling Forecast,10000001,P100001,400000,REVENUE,EUR,22884703.91
1000,2022,1,1,Budget,10000001,P100001,410000,REVENUE,EUR,8379666.38
1000,2022,1,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,8379666.38
1000,2022,2,1,Budget,10000001,P100001,410000,REVENUE,EUR,8834755.11
1000,2022,2,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,8834755.11
1000,2022,3,1,Budget,10000001,P100001,410000,REVENUE,EUR,11242076.04
1000,2022,3,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,11242076.04
1000,2022,4,1,Budget,10000001,P100001,410000,REVENUE,EUR,9145658.85
1000,2022,4,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9189778.23
1000,2022,5,1,Budget,10000001,P100001,410000,REVENUE,EUR,10222638.84
1000,2022,5,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9834658.13
1000,2022,6,1,Budget,10000001,P100001,410000,REVENUE,EUR,11296764.82
1000,2022,6,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10958970.41
1000,2022,7,1,Budget,10000001,P100001,410000,REVENUE,EUR,10098669.83
1000,2022,7,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9552471.22
1000,2022,8,1,Budget,10000001,P100001,410000,REVENUE,EUR,8152317.17
1000,2022,8,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,8398386.43
1000,2022,9,1,Budget,10000001,P100001,410000,REVENUE,EUR,11992097.01
1000,2022,9,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,11406127.41
1000,2022,10,1,Budget,10000001,P100001,410000,REVENUE,EUR,11366221.8
1000,2022,10,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10588297.01
1000,2022,11,1,Budget,10000001,P100001,410000,REVENUE,EUR,9262842.72
1000,2022,11,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9915451.29
1000,2022,12,1,Budget,10000001,P100001,410000,REVENUE,EUR,14539993.7
1000,2022,12,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,13713278.51
1000,2023,1,1,Budget,10000001,P100001,410000,REVENUE,EUR,10299600.35
1000,2023,1,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10299600.35
1000,2023,2,1,Budget,10000001,P100001,410000,REVENUE,EUR,7442453.62
1000,2023,2,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,7442453.62
1000,2023,3,1,Budget,10000001,P100001,410000,REVENUE,EUR,13787216.46
1000,2023,3,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,13787216.46
1000,2023,4,1,Budget,10000001,P100001,410000,REVENUE,EUR,10877666.91
1000,2023,4,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10330908.37
1000,2023,5,1,Budget,10000001,P100001,410000,REVENUE,EUR,10961389.73
1000,2023,5,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10540245.48
1000,2023,6,1,Budget,10000001,P100001,410000,REVENUE,EUR,13035068.05
1000,2023,6,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,12160048.08
1000,2023,7,1,Budget,10000001,P100001,410000,REVENUE,EUR,8740719.82
1000,2023,7,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9531798.89
1000,2023,8,1,Budget,10000001,P100001,410000,REVENUE,EUR,9287310.78
1000,2023,8,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9466738.43
1000,2023,9,1,Budget,10000001,P100001,410000,REVENUE,EUR,12278813.27
1000,2023,9,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,12243635.93
1000,2023,10,1,Budget,10000001,P100001,410000,REVENUE,EUR,10765775.96
1000,2023,10,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10599441.67
1000,2023,11,1,Budget,10000001,P100001,410000,REVENUE,EUR,13358231.74
1000,2023,11,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,12053788.9
1000,2023,12,1,Budget,10000001,P100001,410000,REVENUE,EUR,16179920.4
1000,2023,12,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,14819807.84
1000,2024,1,1,Budget,10000001,P100001,410000,REVENUE,EUR,7286763.99
1000,2024,1,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,7286763.99
1000,2024,2,1,Budget,10000001,P100001,410000,REVENUE,EUR,7107360.43
1000,2024,2,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,7107360.43
1000,2024,3,1,Budget,10000001,P100001,410000,REVENUE,EUR,9700019.54
1000,2024,3,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9700019.54
1000,2024,4,1,Budget,10000001,P100001,410000,REVENUE,EUR,10426756.94
1000,2024,4,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9319643.42
1000,2024,5,1,Budget,10000001,P100001,410000,REVENUE,EUR,8147428.35
1000,2024,5,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,8440080.37
1000,2024,6,1,Budget,10000001,P100001,410000,REVENUE,EUR,10858067.07
1000,2024,6,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10244407.1
1000,2024,7,1,Budget,10000001,P100001,410000,REVENUE,EUR,6763856.75
1000,2024,7,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,8081999.09
1000,2024,8,1,Budget,10000001,P100001,410000,REVENUE,EUR,7823321.4
1000,2024,8,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,8278854.65
1000,2024,9,1,Budget,10000001,P100001,410000,REVENUE,EUR,9515352.63
1000,2024,9,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10327824.94
1000,2024,10,1,Budget,10000001,P100001,410000,REVENUE,EUR,9156371.87
1000,2024,10,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9924326.31
1000,2024,11,1,Budget,10000001,P100001,410000,REVENUE,EUR,9245084.18
1000,2024,11,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10254444.8
1000,2024,12,1,Budget,10000001,P100001,410000,REVENUE,EUR,12003992.72
1000,2024,12,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,13004982.97
1000,2025,1,1,Budget,10000001,P100001,410000,REVENUE,EUR,11692016.17
1000,2025,1,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,11692016.17
1000,2025,2,1,Budget,10000001,P100001,410000,REVENUE,EUR,9015375.3
1000,2025,2,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9015375.3
1000,2025,3,1,Budget,10000001,P100001,410000,REVENUE,EUR,11333581.4
1000,2025,3,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,11333581.4
1000,2025,4,1,Budget,10000001,P100001,410000,REVENUE,EUR,12207438.23
1000,2025,4,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10395426.43
1000,2025,5,1,Budget,10000001,P100001,410000,REVENUE,EUR,12650404.75
1000,2025,5,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10749563.87
1000,2025,6,1,Budget,10000001,P100001,410000,REVENUE,EUR,14880201.49
1000,2025,6,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,12372182.41
1000,2025,7,1,Budget,10000001,P100001,410000,REVENUE,EUR,10989245.38
1000,2025,7,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,10200734.69
1000,2025,8,1,Budget,10000001,P100001,410000,REVENUE,EUR,10517379.93
1000,2025,8,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,9696418.89
1000,2025,9,1,Budget,10000001,P100001,410000,REVENUE,EUR,13106878.47
1000,2025,9,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,12204784.43
1000,2025,10,1,Budget,10000001,P100001,410000,REVENUE,EUR,12642356.68
1000,2025,10,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,11631056.97
1000,2025,11,1,Budget,10000001,P100001,410000,REVENUE,EUR,13256248.61
1000,2025,11,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,12204408.16
1000,2025,12,1,Budget,10000001,P100001,410000,REVENUE,EUR,17674334.58
1000,2025,12,2,Rolling Forecast,10000001,P100001,410000,REVENUE,EUR,15737465.93
1000,2022,1,1,Budget,10000001,P100001,700000,OPEX,EUR,182129.0
1000,2022,1,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,182129.0
1000,2022,2,1,Budget,10000001,P100001,700000,OPEX,EUR,199322.4
1000,2022,2,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,199322.4
1000,2022,3,1,Budget,10000001,P100001,700000,OPEX,EUR,220830.84
1000,2022,3,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,220830.84
1000,2022,4,1,Budget,10000001,P100001,700000,OPEX,EUR,221997.13
1000,2022,4,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,206035.71
1000,2022,5,1,Budget,10000001,P100001,700000,OPEX,EUR,215479.27
1000,2022,5,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,208156.81
1000,2022,6,1,Budget,10000001,P100001,700000,OPEX,EUR,191242.62
1000,2022,6,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,187142.04
1000,2022,7,1,Budget,10000001,P100001,700000,OPEX,EUR,109427.35
1000,2022,7,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,108521.03
1000,2022,8,1,Budget,10000001,P100001,700000,OPEX,EUR,102791.0
1000,2022,8,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,95654.89
1000,2022,9,1,Budget,10000001,P100001,700000,OPEX,EUR,220122.98
1000,2022,9,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,207733.01
1000,2022,10,1,Budget,10000001,P100001,700000,OPEX,EUR,226272.97
1000,2022,10,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,224918.9
1000,2022,11,1,Budget,10000001,P100001,700000,OPEX,EUR,259545.6
1000,2022,11,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,234762.58
1000,2022,12,1,Budget,10000001,P100001,700000,OPEX,EUR,179437.61
1000,2022,12,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,167939.97
1000,2023,1,1,Budget,10000001,P100001,700000,OPEX,EUR,193158.75
1000,2023,1,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,193158.75
1000,2023,2,1,Budget,10000001,P100001,700000,OPEX,EUR,186106.79
1000,2023,2,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,186106.79
1000,2023,3,1,Budget,10000001,P100001,700000,OPEX,EUR,172550.27
1000,2023,3,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,172550.27
1000,2023,4,1,Budget,10000001,P100001,700000,OPEX,EUR,201967.44
1000,2023,4,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,195717.34
1000,2023,5,1,Budget,10000001,P100001,700000,OPEX,EUR,237943.03
1000,2023,5,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,216898.35
1000,2023,6,1,Budget,10000001,P100001,700000,OPEX,EUR,164468.79
1000,2023,6,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,173850.95
1000,2023,7,1,Budget,10000001,P100001,700000,OPEX,EUR,136207.43
1000,2023,7,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,122435.72
1000,2023,8,1,Budget,10000001,P100001,700000,OPEX,EUR,90071.11
1000,2023,8,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,91483.98
1000,2023,9,1,Budget,10000001,P100001,700000,OPEX,EUR,229280.24
1000,2023,9,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,215270.47
1000,2023,10,1,Budget,10000001,P100001,700000,OPEX,EUR,226064.13
1000,2023,10,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,227814.4
1000,2023,11,1,Budget,10000001,P100001,700000,OPEX,EUR,250989.84
1000,2023,11,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,233777.4
1000,2023,12,1,Budget,10000001,P100001,700000,OPEX,EUR,178454.63
1000,2023,12,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,169615.18
1000,2024,1,1,Budget,10000001,P100001,700000,OPEX,EUR,178842.26
1000,2024,1,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,178842.26
1000,2024,2,1,Budget,10000001,P100001,700000,OPEX,EUR,184120.51
1000,2024,2,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,184120.51
1000,2024,3,1,Budget,10000001,P100001,700000,OPEX,EUR,188533.02
1000,2024,3,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,188533.02
1000,2024,4,1,Budget,10000001,P100001,700000,OPEX,EUR,197873.72
1000,2024,4,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,174682.85
1000,2024,5,1,Budget,10000001,P100001,700000,OPEX,EUR,202583.94
1000,2024,5,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,180880.53
1000,2024,6,1,Budget,10000001,P100001,700000,OPEX,EUR,170660.32
1000,2024,6,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,158358.74
1000,2024,7,1,Budget,10000001,P100001,700000,OPEX,EUR,107538.64
1000,2024,7,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,98259.24
1000,2024,8,1,Budget,10000001,P100001,700000,OPEX,EUR,95692.6
1000,2024,8,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,84617.38
1000,2024,9,1,Budget,10000001,P100001,700000,OPEX,EUR,250176.15
1000,2024,9,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,204001.83
1000,2024,10,1,Budget,10000001,P100001,700000,OPEX,EUR,226693.0
1000,2024,10,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,208193.52
1000,2024,11,1,Budget,10000001,P100001,700000,OPEX,EUR,195144.8
1000,2024,11,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,189572.59
1000,2024,12,1,Budget,10000001,P100001,700000,OPEX,EUR,153431.88
1000,2024,12,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,144256.36
1000,2025,1,1,Budget,10000001,P100001,700000,OPEX,EUR,161356.85
1000,2025,1,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,161356.85
1000,2025,2,1,Budget,10000001,P100001,700000,OPEX,EUR,181087.97
1000,2025,2,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,181087.97
1000,2025,3,1,Budget,10000001,P100001,700000,OPEX,EUR,217916.55
1000,2025,3,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,217916.55
1000,2025,4,1,Budget,10000001,P100001,700000,OPEX,EUR,179581.02
1000,2025,4,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,174724.88
1000,2025,5,1,Budget,10000001,P100001,700000,OPEX,EUR,185215.11
1000,2025,5,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,181732.29
1000,2025,6,1,Budget,10000001,P100001,700000,OPEX,EUR,199157.49
1000,2025,6,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,179062.23
1000,2025,7,1,Budget,10000001,P100001,700000,OPEX,EUR,110189.91
1000,2025,7,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,102171.96
1000,2025,8,1,Budget,10000001,P100001,700000,OPEX,EUR,92143.1
1000,2025,8,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,85286.48
1000,2025,9,1,Budget,10000001,P100001,700000,OPEX,EUR,223385.62
1000,2025,9,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,196932.11
1000,2025,10,1,Budget,10000001,P100001,700000,OPEX,EUR,257634.05
1000,2025,10,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,220764.33
1000,2025,11,1,Budget,10000001,P100001,700000,OPEX,EUR,188893.66
1000,2025,11,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,185463.28
1000,2025,12,1,Budget,10000001,P100001,700000,OPEX,EUR,131169.09
1000,2025,12,2,Rolling Forecast,10000001,P100001,700000,OPEX,EUR,133279.97
1000,2022,1,1,Budget,10000001,P100001,710000,OPEX,EUR,275016.54
1000,2022,1,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,275016.54
1000,2022,2,1,Budget,10000001,P100001,710000,OPEX,EUR,327086.65
1000,2022,2,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,327086.65
1000,2022,3,1,Budget,10000001,P100001,710000,OPEX,EUR,380382.02
1000,2022,3,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,380382.02
1000,2022,4,1,Budget,10000001,P100001,710000,OPEX,EUR,372308.36
1000,2022,4,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,377814.94
1000,2022,5,1,Budget,10000001,P100001,710000,OPEX,EUR,373773.44
1000,2022,5,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,389541.39
1000,2022,6,1,Budget,10000001,P100001,710000,OPEX,EUR,429200.54
1000,2022,6,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,425550.75
1000,2022,7,1,Budget,10000001,P100001,710000,OPEX,EUR,327445.01
1000,2022,7,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,327168.85
1000,2022,8,1,Budget,10000001,P100001,710000,OPEX,EUR,264361.56
1000,2022,8,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,287542.63
1000,2022,9,1,Budget,10000001,P100001,710000,OPEX,EUR,491612.78
1000,2022,9,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,468476.32
1000,2022,10,1,Budget,10000001,P100001,710000,OPEX,EUR,467258.05
1000,2022,10,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,482632.19
1000,2022,11,1,Budget,10000001,P100001,710000,OPEX,EUR,503421.74
1000,2022,11,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,521603.02
1000,2022,12,1,Budget,10000001,P100001,710000,OPEX,EUR,486214.99
1000,2022,12,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,513859.99
1000,2023,1,1,Budget,10000001,P100001,710000,OPEX,EUR,361975.27
1000,2023,1,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,361975.27
1000,2023,2,1,Budget,10000001,P100001,710000,OPEX,EUR,366465.09
1000,2023,2,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,366465.09
1000,2023,3,1,Budget,10000001,P100001,710000,OPEX,EUR,415922.21
1000,2023,3,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,415922.21
1000,2023,4,1,Budget,10000001,P100001,710000,OPEX,EUR,450924.87
1000,2023,4,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,443962.45
1000,2023,5,1,Budget,10000001,P100001,710000,OPEX,EUR,424680.27
1000,2023,5,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,444839.02
1000,2023,6,1,Budget,10000001,P100001,710000,OPEX,EUR,473635.5
1000,2023,6,2,Rolling Forecast,10000001,P100001,710000,OPEX,EUR,479555.52
